Track,Composer,Milliseconds,Bytes,UnitPrice,Genre,Album,Artist,Minutes
Shamrocks And Shenanigans (Boom Shalock Lock Boom/Butch Vig Mix),E. Schrody/L. Dimant,237035,9483705.0,0.99,Hip Hop/Rap,House of Pain,House Of Pain,3.9505833333333333
Talk About The Passion,R.E.M.,203206,6725435.0,0.99,Alternative & Punk,The Best Of R.E.M.: The IRS Years,R.E.M.,3.3867666666666665
Rasul,Jeremy Wall,238315,7854737.0,0.99,Jazz,Morning Dance,Spyro Gyra,3.9719166666666665
Tim Tim Por Tim Tim,Vários,213237,7143328.0,0.99,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim,3.55395
Pini Di Roma (Pinien Von Rom) \ I Pini Della Via Appia,,286741,4718950.0,0.99,Classical,Respighi:Pines of Rome,Eugene Ormandy,4.779016666666666
Die Die My Darling,Danzig,149315,4867667.0,0.99,Metal,Garage Inc. (Disc 1),Metallica,2.488583333333333
Enter Sandman,Apocalyptica,221701,7286305.0,0.99,Metal,Plays Metallica By Four Cellos,Apocalyptica,3.6950166666666666
Harvester Of Sorrow,James Hetfield and Lars Ulrich,345547,11377339.0,0.99,Metal,...And Justice For All,Metallica,5.759116666666666
Child In Time (Son Of Aleric - Instrumental),"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",602880,19712753.0,0.99,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,10.048
I'm A Greedy Man Pt.1,Charles Bobbitt/James Brown,217730,7251211.0,0.99,R&B/Soul,Sex Machine,James Brown,3.628833333333333
The One I Love,R.E.M.,197355,6495125.0,0.99,Alternative & Punk,The Best Of R.E.M.: The IRS Years,R.E.M.,3.28925
Onibusfobia,,315977,10474904.0,0.99,Latin,Jota Quest-1995,Jota Quest,5.266283333333333
O Estrangeiro,,374700,12472890.0,0.99,Latin,Minha Historia,Chico Buarque,6.245
Voce Nao Entende Nada - Cotidiano,,421982,13885612.0,0.99,Latin,Minha Historia,Chico Buarque,7.033033333333333
Planet Home,Jay Kay/Toby Smith,284447,9566237.0,0.99,R&B/Soul,Synkronized,Jamiroquai,4.740783333333333
Give Peace a Chance,,274644,4448025.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,4.5774
Flor De Lis,Djavan,236355,7801108.0,0.99,Latin,Djavan Ao Vivo - Vol. 1,Djavan,3.93925
Esperando Por Mim,Renato Russo,261668,8844133.0,0.99,Latin,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,4.361133333333333
Iron Maiden,Steve Harris,351869,14076032.0,0.99,Rock,Rock In Rio [CD2],Iron Maiden,5.864483333333333
Dead Horse,,257600,4394014.0,0.99,Rock,Use Your Illusion I,Guns N' Roses,4.293333333333333
Sheer Heart Attack,Taylor,207386,6642685.0,0.99,Rock,News Of The World,Queen,3.4564333333333335
Light My Fire,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",428329,13963351.0,0.99,Rock,The Doors,The Doors,7.138816666666667
Chão de Giz (Elba Ramalho),,274834,9016916.0,0.99,Latin,Vozes do MPB,Various Artists,4.580566666666667
Waiting On A Sign,The Tea Party,261903,8558590.0,0.99,Alternative & Punk,Tangents,The Tea Party,4.36505
Wildest Dreams,Adrian Smith/Steve Harris,232777,9312384.0,0.99,Heavy Metal,Dance Of Death,Iron Maiden,3.8796166666666667
Murders In The Rue Morgue,Steve Harris,258377,6205786.0,0.99,Heavy Metal,Killers,Iron Maiden,4.306283333333333
Pot-Pourri N.º 4,,392437,13125975.0,0.99,Bossa Nova,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius,6.540616666666667
The Witch,,258768,8725403.0,0.99,Rock,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,4.3128
Sobremesa,Chico Science,240091,7960868.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,4.001516666666666
Outbreak,Jim Beard & Jon Herington,659226,21685807.0,0.99,Jazz,Outbreak,Dennis Chambers,10.9871
Construção / Deus Lhe Pague,,383059,12675305.0,0.99,Latin,Minha Historia,Chico Buarque,6.384316666666667
My Funny Valentine (Live),Miles Davis,907520,29416781.0,0.99,Jazz,The Essential Miles Davis [Disc 2],Miles Davis,15.125333333333334
Angel,Carolyn Franklin and Sonny Saunders,240561,7880256.0,0.99,Rock,Greatest Hits,Lenny Kravitz,4.00935
Heaven Can Wait,Steve Harris,441417,10596431.0,0.99,Metal,Somewhere in Time,Iron Maiden,7.35695
Company Man,,2601101,503786316.0,1.99,Drama,"Heroes, Season 1",Heroes,43.351683333333334
Perfect,Billy Corgan,203023,6734636.0,0.99,Alternative & Punk,Rotten Apples: Greatest Hits,Smashing Pumpkins,3.3837166666666665
Sleep On The Sidewalk,May,187428,6099840.0,0.99,Rock,News Of The World,Queen,3.1238
Domingo,Sérgio Britto/Toni Bellotto,208613,6883180.0,0.99,Alternative & Punk,Volume Dois,Titãs,3.4768833333333333
Seu Balancê,Paulinho Rezende/Toninho Geraes,219454,7311219.0,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,3.657566666666667
Alive,Stone Gossard,341080,11176623.0,0.99,Rock,Ten,Pearl Jam,5.684666666666667
Get Up (I Feel Like Being A) Sex Machine,Bobby Byrd/James Brown/Ron Lenhoff,316551,10498031.0,0.99,R&B/Soul,Sex Machine,James Brown,5.27585
Blood Brothers,Steve Harris,435513,17422464.0,0.99,Metal,Rock In Rio [CD1],Iron Maiden,7.25855
Runnin' With The Devil,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",215902,7061901.0,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen,3.5983666666666667
Milk It,Kurt Cobain,225724,7406945.0,0.99,Rock,From The Muddy Banks Of The Wishkah [Live],Nirvana,3.7620666666666667
Gone,Eddie Vedder,249547,8158204.0,0.99,Alternative & Punk,Pearl Jam,Pearl Jam,4.159116666666667
When You Gonna Learn (Digeridoo),"Jay Kay/Kay, Jay",230635,7655482.0,0.99,Rock,Emergency On Planet Earth,Jamiroquai,3.843916666666667
Angela,,169508,5574957.0,0.99,Jazz,Warner 25 Anos,Antônio Carlos Jobim,2.8251333333333335
Locomotive,Slash/W. Axl Rose,522396,17236842.0,0.99,Metal,Use Your Illusion II,Guns N' Roses,8.7066
The Angel And The Gambler,Steve Harris,592744,23711872.0,0.99,Rock,Virtual XI,Iron Maiden,9.879066666666667
Bye Bye Blackbird,Miles Davis,476003,15549224.0,0.99,Jazz,The Essential Miles Davis [Disc 1],Miles Davis,7.9333833333333335
Angel Of Harlem,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",229276,7498022.0,0.99,Rock,Rattle And Hum,U2,3.821266666666667
Hello Mary Lou,J.C. Fogerty,132832,4476563.0,0.99,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,2.2138666666666666
Bushleager,Stone Gossard,237479,7849757.0,0.99,Rock,Riot Act,Pearl Jam,3.9579833333333334
The Worst,Jagger/Richards,144613,4750094.0,0.99,Rock,Voodoo Lounge,The Rolling Stones,2.4102166666666665
Saint Of Me,Jagger/Richards,325694,10725160.0,0.99,Rock,No Security,The Rolling Stones,5.428233333333333
Dirty Water Dog,Van Halen,327392,10709202.0,0.99,Rock,Van Halen III,Van Halen,5.456533333333334
Times of Trouble,,342539,5795951.0,0.99,Alternative,Temple of the Dog,Temple of the Dog,5.708983333333333
Jerusalem,Roy Z,402390,13194463.0,0.99,Metal,Chemical Wedding,Bruce Dickinson,6.7065
Pretty Noose,Chris Cornell,253570,8317931.0,0.99,Rock,A-Sides,Soundgarden,4.226166666666667
Bê-a-Bá,Rodolfo,249051,8130636.0,0.99,Alternative & Punk,Cesta Básica,Raimundos,4.15085
Esquinas,,280999,9096726.0,0.99,Latin,Djavan Ao Vivo - Vol. 02,Djavan,4.683316666666666
Wasting Love,,336953,8091301.0,0.99,Rock,Live At Donington 1992 (Disc 1),Iron Maiden,5.615883333333334
Hot Dog,Jimmy Page & Robert Plant,197198,6536167.0,0.99,Rock,In Through The Out Door,Led Zeppelin,3.2866333333333335
As Rosas Não Falam (Beth Carvalho),,116767,3836641.0,0.99,Latin,Vozes do MPB,Various Artists,1.9461166666666667
Boogie Blues,,204199,6603153.0,0.99,Jazz,Up An' Atom,Gene Krupa,3.4033166666666665
Numbers,,2609772,214709143.0,1.99,TV Shows,"Lost, Season 1",Lost,43.4962
Beach Games,,1676134,333671149.0,1.99,Comedy,"The Office, Season 3",The Office,27.935566666666666
Maracatu Atômico,Chico Science,284264,9670057.0,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,4.737733333333333
Eruption,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",102556,3286026.0,0.99,Rock,Van Halen,Van Halen,1.7092666666666667
Tempo Perdido,Renato Russo,302158,9963914.0,0.99,Latin,Mais Do Mesmo,Legião Urbana,5.035966666666667
You Got No Right,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",335412,10991094.0,0.99,Rock,Contraband,Velvet Revolver,5.5902
Wasting Love,Bruce Dickinson/Janick Gers,350981,14041216.0,0.99,Rock,Fear Of The Dark,Iron Maiden,5.849683333333333
Somebody Stole My Guitar,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",249443,8180421.0,0.99,Rock,Purpendicular,Deep Purple,4.157383333333334
'Round Midnight,Miles Davis,357459,11590284.0,0.99,Jazz,The Essential Miles Davis [Disc 1],Miles Davis,5.95765
Aquilo,,246073,8167819.0,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,4.101216666666667
Flash,"May, Brian",168489,5464986.0,0.99,Rock,Greatest Hits I,Queen,2.80815
Smooth,M. Itaal Shur & Rob Thomas,298161,9867455.0,0.99,Rock,Supernatural,Santana,4.96935
Childhoods End?,"Kelly, Mosley, Rothery, Trewaves",272796,9015366.0,0.99,Rock,Misplaced Childhood,Marillion,4.5466
Dream Of Mirrors,Janick Gers/Steve Harris,561162,22448256.0,0.99,Rock,Brave New World,Iron Maiden,9.3527
Royal Orleans,John Bonham/John Paul Jones,179591,5930027.0,0.99,Rock,Presence,Led Zeppelin,2.9931833333333335
The Wicker Man,Adrian Smith/Bruce Dickinson/Steve Harris,281782,11272320.0,0.99,Metal,Rock In Rio [CD1],Iron Maiden,4.696366666666667
It's Too Funky In Here,Brad Shapiro/George Jackson/Robert Miller/Walter Shaw,239072,7973979.0,0.99,R&B/Soul,Sex Machine,James Brown,3.9845333333333333
Night Flight,John Paul Jones/Robert Plant,217547,7160647.0,0.99,Rock,Physical Graffiti [Disc 2],Led Zeppelin,3.625783333333333
Won't Get Fooled Again (Full Length Version),John Entwistle/Pete Townshend,513750,16855521.0,0.99,Rock,My Generation - The Very Best Of The Who,The Who,8.5625
She Loves Me Not,Bill Gould/Mike Bordin/Mike Patton,209867,6887544.0,0.99,Alternative & Punk,Album Of The Year,Faith No More,3.4977833333333335
Beth,"Peter Criss, Stan Penridge, Bob Ezrin",170187,5577807.0,0.99,Rock,Unplugged [Live],Kiss,2.83645
Exploder,Audioslave/Chris Cornell,206053,4948095.0,0.99,Rock,Audioslave,Audioslave,3.4342166666666665
Os Cegos Do Castelo,Titãs,296829,9868187.0,0.99,Alternative & Punk,Acústico,Titãs,4.94715
The Star Spangled Banner,"Hendrix, Jimi",43232,1385810.0,0.99,Rock,Rattle And Hum,U2,0.7205333333333334
My Time After Awhile,Robert Geddins/Ron Badger/Sheldon Feinberg,182491,,0.99,Blues,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,3.041516666666667
Be Quick Or Be Dead,Bruce Dickinson/Janick Gers,204512,8181888.0,0.99,Rock,Fear Of The Dark,Iron Maiden,3.408533333333333
Água E Fogo,Chico Amaral/Edgard Scandurra/Samuel Rosa,278987,9272272.0,0.99,Rock,Maquinarama,Skank,4.649783333333334
Ozone Baby,"Jimmy Page, Robert Plant",215954,7079588.0,0.99,Rock,Coda,Led Zeppelin,3.5992333333333333
Bop Boogie,,189596,6093124.0,0.99,Jazz,Up An' Atom,Gene Krupa,3.1599333333333335
"Danny Boy, Danny Boy",E. Schrody/L. Muggerud,114520,4583091.0,0.99,Hip Hop/Rap,House of Pain,House Of Pain,1.9086666666666667
Bitter Pill,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,266814,8666786.0,0.99,Metal,Motley Crue Greatest Hits,Mötley Crüe,4.4469
I Need Love,Bolin/Coverdale,263836,8701064.0,0.99,Rock,Come Taste The Band,Deep Purple,4.397266666666667
A Bencao E Outros,,421093,14234427.0,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,7.0182166666666665
Substitute,Pete Townshend,228022,7409995.0,0.99,Rock,My Generation - The Very Best Of The Who,The Who,3.8003666666666667
"If I Like It, I Do It","Gelder, Nick van",293093,9848207.0,0.99,Rock,Emergency On Planet Earth,Jamiroquai,4.884883333333334
War (The Process),Billy Duffy/Ian Astbury,252630,8254842.0,0.99,Rock,Beyond Good And Evil,The Cult,4.2105
Menestrel Das Alagoas,"Milton Nascimento, Fernando Brant",199758,6542289.0,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento,3.3293
She Loves Me Not,Bill Gould/Mike Bordin/Mike Patton,209867,6887544.0,0.99,Alternative & Punk,Album Of The Year,Faith No More,3.4977833333333335
Tired Of You,Foo Fighters,311353,10094743.0,0.99,Alternative & Punk,One By One,Foo Fighters,5.189216666666667
Your Time Has Come,"Cornell, Commerford, Morello, Wilk",255529,8273592.0,0.99,Alternative & Punk,Out Of Exile,Audioslave,4.258816666666666
Collision,,2605480,526182322.0,1.99,Drama,"Heroes, Season 1",Heroes,43.42466666666667
Mercyful Fate,Diamond/Shermann,671712,21942829.0,0.99,Metal,Garage Inc. (Disc 1),Metallica,11.1952
Rock & Roll,John Bonham/John Paul Jones/Robert Plant,242442,7897065.0,0.99,Rock,The Song Remains The Same (Disc 1),Led Zeppelin,4.0407
"Love, Hate, Love","Jerry Cantrell, Layne Staley",387134,12575396.0,0.99,Rock,Facelift,Alice In Chains,6.452233333333333
Don't Look To The Eyes Of A Stranger,Steve Harris,483657,19347584.0,0.99,Rock,Virtual XI,Iron Maiden,8.06095
Sparks Will Fly,Jagger/Richards,196466,6492847.0,0.99,Rock,Voodoo Lounge,The Rolling Stones,3.2744333333333335
New Year's Day,U2,258925,8491818.0,0.99,Rock,The Best Of 1980-1990,U2,4.315416666666667
Janie's Got A Gun,"Steven Tyler, Tom Hamilton",330736,10869391.0,0.99,Rock,Big Ones,Aerosmith,5.512266666666667
Morro Da Casa Verde 2001,,284708,9718778.0,0.99,Soundtrack,Carnaval 2001,Various Artists,4.745133333333333
Fool For Your Loving,Marsden/Moody,250801,8129820.0,0.99,Metal,Greatest Hits,Lenny Kravitz,4.180016666666667
Lil' Evil,,165825,5419655.0,0.99,Rock,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,2.76375
No Clima,Mônica Marianno,249495,8362040.0,0.99,World,Demorou...,Mônica Marianno,4.15825
Hit The Lights,"James Hetfield, Lars Ulrich",257541,8357088.0,0.99,Metal,Kill 'Em All,Metallica,4.29235
Primavera,KC Porter & JB Eckl,378618,12504234.0,0.99,Rock,Supernatural,Santana,6.3103
Set The Ray To Jerry,Billy Corgan,249364,8215184.0,0.99,Alternative & Punk,Judas 0: B-Sides and Rarities,Smashing Pumpkins,4.156066666666667
Jamie's Cryin',"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",210546,6946086.0,0.99,Rock,Van Halen,Van Halen,3.5091
They Can't Take That Away From Me,george gershwin/ira gershwin,161227,5240043.0,0.99,Easy Listening,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra,2.687116666666667
Company Man,,2601226,493168135.0,1.99,Drama,"Heroes, Season 1",Heroes,43.353766666666665
Waiting On A Sign,The Tea Party,261903,8558590.0,0.99,Alternative & Punk,Tangents,The Tea Party,4.36505
You Shook Me,J B Lenoir/Willie Dixon,315951,10249958.0,0.99,Rock,BBC Sessions [Disc 1] [Live],Led Zeppelin,5.26585
The Seeker,Pete Townshend,204643,6736866.0,0.99,Rock,My Generation - The Very Best Of The Who,The Who,3.4107166666666666
Running Free,,474017,11380851.0,0.99,Rock,Live At Donington 1992 (Disc 2),Iron Maiden,7.900283333333333
Half The Man,Toby Smith,289854,9577679.0,0.99,Electronica/Dance,The Return Of The Space Cowboy,Jamiroquai,4.8309
St. Jimmy,Green Day,175307,5716589.0,0.99,Alternative & Punk,American Idiot,Green Day,2.9217833333333334
Hots On For Nowhere,Jimmy Page/Robert Plant,284107,9342342.0,0.99,Rock,Presence,Led Zeppelin,4.735116666666666
Fast And Loose,Clarke/Kilmister/Taylor,203337,6643350.0,0.99,Metal,Ace Of Spades,Motörhead,3.38895
Lonely Stranger,Eric Clapton,328724,10894406.0,0.99,Blues,Unplugged,Eric Clapton,5.4787333333333335
Badge,Clapton/Harrison,163552,5322942.0,0.99,Blues,The Cream Of Clapton,Eric Clapton,2.7258666666666667
A Tale of Two Cities,,2636970,513691652.0,1.99,TV Shows,"Lost, Season 3",Lost,43.9495
Leave Us Leap,,182726,5898810.0,0.99,Jazz,Up An' Atom,Gene Krupa,3.0454333333333334
Agora Que O Dia Acordou,,323213,10572752.0,0.99,Latin,The Best of Ed Motta,Ed Motta,5.3868833333333335
É Preciso Saber Viver,Erasmo Carlos/Roberto Carlos,251115,8271418.0,0.99,Alternative & Punk,Volume Dois,Titãs,4.18525
Infeliz Natal,Rodolfo,138266,4503299.0,0.99,Alternative & Punk,Cesta Básica,Raimundos,2.3044333333333333
Take It Or Leave It,C. Muncey/N. Cester,142889,4643370.0,0.99,Alternative & Punk,Get Born,JET,2.381483333333333
The Greater Good,,2617784,214130273.0,1.99,TV Shows,"Lost, Season 1",Lost,43.629733333333334
Preciso Aprender A Ser Só,,162220,5213894.0,0.99,Latin,Serie Sem Limite (Disc 2),Tim Maia,2.703666666666667
Mun-Ra,,274651,10988338.0,0.99,Electronica/Dance,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,4.577516666666667
"Concerto for Violin, Strings and Continuo in G Major, Op. 3, No. 9: I. Allegro",Pietro Antonio Locatelli,493573,16454937.0,0.99,Classical,"Locatelli: Concertos for Violin, Strings and Continuo, Vol. 3","Mela Tenenbaum, Pro Musica Prague & Richard Kapp",8.226216666666666
Ballot or the Bullet,Van Halen,342282,11212955.0,0.99,Rock,Van Halen III,Van Halen,5.7047
Two Hearts Beat As One,U2,243487,7998323.0,0.99,Rock,War,U2,4.058116666666667
A Estrada,Da Gama/Lazao/Toni Garrido,282174,9344477.0,0.99,Reggae,Cidade Negra - Hits,Cidade Negra,4.7029
Machine Men,Adrian Smith,341655,11138147.0,0.99,Metal,Chemical Wedding,Bruce Dickinson,5.69425
02 - Sanctuary,David Murray/Paul Di'Anno/Steve Harris,196284,4712576.0,0.99,Blues,Iron Maiden,Iron Maiden,3.2714
Walking on the Moon,G M Sumner,302080,10019861.0,0.99,Rock,The Police Greatest Hits,The Police,5.034666666666666
Marvin,Titãs,264359,8741444.0,0.99,Alternative & Punk,Acústico,Titãs,4.405983333333333
My Michelle,,219961,3671299.0,0.99,Rock,Appetite for Destruction,Guns N' Roses,3.6660166666666667
Faltando Um Pedaço,,267728,8788760.0,0.99,Latin,Djavan Ao Vivo - Vol. 02,Djavan,4.462133333333333
"Crossroads, Pt. 2",,2869953,497335706.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica, Season 3",Battlestar Galactica,47.83255
Buk-In-Hamm Palace,,265665,8964369.0,0.99,Reggae,Greatest Hits,Lenny Kravitz,4.42775
Cigaro,"Tankian, Serj",131787,4321705.0,0.99,Metal,Mezmerize,System Of A Down,2.19645
As Aparências Enganam,,247379,8014346.0,0.99,Latin,Elis Regina-Minha História,Elis Regina,4.122983333333333
We Are The Champions,Mercury,182883,5939794.0,0.99,Rock,News Of The World,Queen,3.04805
Slow An' Easy,Moody,367255,11961332.0,0.99,Metal,Greatest Hits,Lenny Kravitz,6.120916666666667
Soul Parsifal,Renato Russo - Marisa Monte,295053,9853589.0,0.99,Latin,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,4.91755
Rock The Casbah,The Clash,222145,7361500.0,0.99,Alternative & Punk,The Singles,The Clash,3.7024166666666667
He Can Only Hold Her,Richard Poindexter & Robert Poindexter,166680,2666531.0,0.99,R&B/Soul,Back to Black,Amy Winehouse,2.778
The Secret,,1264875,253143200.0,1.99,TV Shows,"The Office, Season 2",The Office,21.08125
O Misterio do Samba,,226142,9047970.0,0.99,Electronica/Dance,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,3.7690333333333332
Ain't Talkin' 'bout Love,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",228336,7569506.0,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen,3.8056
The Clansman,Steve Harris,559203,22370432.0,0.99,Rock,Rock In Rio [CD2],Iron Maiden,9.32005
Don't Take Your Love From Me,,282331,9244238.0,0.99,Jazz,Up An' Atom,Gene Krupa,4.705516666666667
I Get A Kick Out Of You,cole porter,194429,6332441.0,0.99,Easy Listening,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra,3.240483333333333
White Feather,"Kelly, Mosley, Rothery, Trewaves",143595,4711776.0,0.99,Rock,Misplaced Childhood,Marillion,2.39325
Outlaws,,2619887,206500939.0,1.99,TV Shows,"Lost, Season 1",Lost,43.66478333333333
Dr. Feelgood,Mick Mars/Nikki Sixx,282618,9281875.0,0.99,Metal,Motley Crue Greatest Hits,Mötley Crüe,4.7103
Era Uma Vez,Arnaldo Anutnes/Branco Mello/Marcelo Fromer/Sergio Brotto/Toni Bellotto,224261,7453156.0,0.99,Alternative & Punk,Volume Dois,Titãs,3.7376833333333335
For the Greater Good of God,,564893,9367328.0,0.99,Rock,A Matter of Life and Death,Iron Maiden,9.414883333333334
Ela Desapareceu,Chico Amaral/Samuel Rosa,250122,8289200.0,0.99,Rock,Maquinarama,Skank,4.1687
Enough Space,Dave Grohl,157387,5169280.0,0.99,Rock,The Colour And The Shape,Foo Fighters,2.6231166666666668
"Get Down, Make Love",Mercury,231235,7509333.0,0.99,Rock,News Of The World,Queen,3.8539166666666667
The Trooper,Steve Harris,273528,10942592.0,0.99,Metal,Rock In Rio [CD1],Iron Maiden,4.5588
"Um Amor, Um Lugar",Herbert Vianna,184555,6090334.0,0.99,Latin,Acústico MTV,Os Paralamas Do Sucesso,3.0759166666666666
Whole Lotta Rosie,AC/DC,323761,10547154.0,0.99,Rock,Let There Be Rock,AC/DC,5.396016666666666
Plaster Caster,Gene Simmons,198060,6528719.0,0.99,Rock,Unplugged [Live],Kiss,3.301
Surrender,,287634,9422926.0,0.99,Jazz,Heart of the Night,Spyro Gyra,4.7939
Cold Day In The Sun,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",200724,6596617.0,0.99,Rock,In Your Honor [Disc 2],Foo Fighters,3.3454
The Song Remains The Same,Jimmy Page/Jimmy Page & Robert Plant/Robert Plant,330004,10708950.0,0.99,Rock,Houses Of The Holy,Led Zeppelin,5.500066666666667
